"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 15 06:09:40 GMT 2024","Sun Dec 15 06:09:56 GMT 2024","15621","webkit","","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields DS","Verify DNS Record created with all fields."
"passed","Sun Dec 15 06:28:33 GMT 2024","Sun Dec 15 06:28:41 GMT 2024","7823","webkit","","Unauthorized user","","","TC_09_04_01 | Verify unauthorised user is redirected to the Login Page by clicking on the Registered domains link in header","Verify an unauthorized user is redirected to the Login Page by clicking on the Registered domains link in header"
"passed","Sun Dec 15 06:07:38 GMT 2024","Sun Dec 15 06:07:58 GMT 2024","19802","webkit","","Search domains","","","TC_04_09_01 | Verify user can search the registered domain","To verify, that user is able to search the registered domain in WhoIs"
"passed","Sun Dec 15 06:26:35 GMT 2024","Sun Dec 15 06:26:43 GMT 2024","7901","webkit","","Unauthorized user","","","TC_09_02_02|  Verify unauthorized user can search occupied domains (no filters)","Verify that unauthorized user can search occupied domains (no filters)"
"passed","Sun Dec 15 06:13:38 GMT 2024","Sun Dec 15 06:13:53 GMT 2024","15782","webkit","","Hosted zones","","","TC_04_03_01| Verify user can create hosted zone","To verify, that user is able to create hosted zone"
"skipped","Sun Dec 15 06:07:38 GMT 2024","Sun Dec 15 06:07:38 GMT 2024","0","webkit","","Navigation","","","TC_03_01_03 |  Verify that user can navigate through Header links Transfer",""
"passed","Sun Dec 15 06:16:04 GMT 2024","Sun Dec 15 06:16:15 GMT 2024","11242","webkit","","Help Center","","","TC_07_01_04 | Verify Search articles with Valid Query","Verify that relevant articles are displayed."
"broken","Sun Dec 15 06:40:05 GMT 2024","Sun Dec 15 06:41:06 GMT 2024","60475","webkit","","Contact Us","","","TC_09_06_02 | Verify unauthorized users can submit the ""Contact Us"" form for ""Payment, Sales & Billing Issues"" Type","Verify unauthorized users can submit the ""Contact Us"" form"
"skipped","Sun Dec 15 06:07:38 GMT 2024","Sun Dec 15 06:07:38 GMT 2024","0","webkit","","Navigation","","","TC_03_01_10 |  Verify that user can navigate through Header links Home",""
"passed","Sun Dec 15 06:30:15 GMT 2024","Sun Dec 15 06:30:23 GMT 2024","7573","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""d"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Sun Dec 15 06:31:21 GMT 2024","Sun Dec 15 06:31:30 GMT 2024","8510","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""j"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Sun Dec 15 06:10:42 GMT 2024","Sun Dec 15 06:10:59 GMT 2024","17024","webkit","","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields A. Ignored optional fields","Verify DNS Record with required fields."
"passed","Sun Dec 15 06:29:53 GMT 2024","Sun Dec 15 06:30:05 GMT 2024","11053","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""b"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Sun Dec 15 06:03:11 GMT 2024","Sun Dec 15 06:03:16 GMT 2024","4918","webkit","","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: domain less than 2 characters","Verify that registration fails when an invalid email is used"
"passed","Sun Dec 15 06:03:16 GMT 2024","Sun Dec 15 06:03:20 GMT 2024","4418","webkit","","Registration","","","TC_01_01_01 | Verify Registration form elements","Verify the registration form contains all required elements for a complete user registration"
"passed","Sun Dec 15 06:06:56 GMT 2024","Sun Dec 15 06:07:20 GMT 2024","23940","webkit","","Registration","","","TC_01_01_04 | Verify the contact creation, redirection to Homepage, and user info accuracy","Verify the contact creation, redirection to Homepage, and user info accuracy"
"passed","Sun Dec 15 06:03:20 GMT 2024","Sun Dec 15 06:03:27 GMT 2024","7474","webkit","","Registration","","","TC_01_01_02 | Verify ""Create Password"" form elements and ""Back to Sign Up"" button functionality","TC_01_01_02 | Verify ""Create Password"" form elements and ""Back to Sign Up"" button functionality"
"passed","Sun Dec 15 06:31:37 GMT 2024","Sun Dec 15 06:31:49 GMT 2024","11785","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""l"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Sun Dec 15 06:08:39 GMT 2024","Sun Dec 15 06:08:51 GMT 2024","12038","webkit","","DNS Records","","","TC_04_10 | ""Add new DNS-record"" modal was closed by Cancel or by X button","Verify DNS Record with required fields"
"passed","Sun Dec 15 06:25:53 GMT 2024","Sun Dec 15 06:26:01 GMT 2024","7122","webkit","","Unauthorized user","","","TC_09_01_04|  Verify that non authorized user can navigate through  SSLCertificates page","Verify that SSLCertificates page is accessible for non authorized user"
"passed","Sun Dec 15 06:31:57 GMT 2024","Sun Dec 15 06:32:08 GMT 2024","11576","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""n"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Sun Dec 15 06:11:50 GMT 2024","Sun Dec 15 06:12:06 GMT 2024","16138","webkit","","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields MX. Ignored optional fields","Verify DNS Record with required fields."
"passed","Sun Dec 15 06:16:15 GMT 2024","Sun Dec 15 06:16:30 GMT 2024","14165","webkit","","Help Center","","","TC_07_02_01 | Verify the user can navigate through the Knowledge Base sections","Verify user can navigate through the Knowledge Base sections by clicking on headings"
"passed","Sun Dec 15 06:25:19 GMT 2024","Sun Dec 15 06:25:32 GMT 2024","12976","webkit","","My profile. Section 2FA","","","TC_08_02_03 | Verify the user can enable/disable Two-factor authentication (2FA)","Verify the user can enable/disable Two-factor authentication (2FA)"
"passed","Sun Dec 15 06:33:09 GMT 2024","Sun Dec 15 06:33:16 GMT 2024","6452","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""u"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Sun Dec 15 06:34:14 GMT 2024","Sun Dec 15 06:34:52 GMT 2024","37032","webkit","","Reset Password","","","TC_09_05_03 | Verify password recovery process","To verify that user can reset the password."
"passed","Sun Dec 15 06:26:58 GMT 2024","Sun Dec 15 06:27:05 GMT 2024","7871","webkit","","Unauthorized user","","","TC_09_03_02 | Verify that filters button has badge indicator when at least one filter is applied","Verify that filters button has badge indicator when at least one filter is applied"
"passed","Sun Dec 15 06:29:28 GMT 2024","Sun Dec 15 06:29:37 GMT 2024","8835","webkit","","Unauthorized user","","","TC_09_04_02 | Verify unauthorised user is redirected to the Login Page from the OV subscription SSL Сertificates","Verify that an unauthorized user is redirected to the Login Page from the Certificates Page after clicking the Select button of the OV subscription SSL Сertificates"
"passed","Sun Dec 15 06:26:49 GMT 2024","Sun Dec 15 06:26:58 GMT 2024","8146","webkit","","Unauthorized user","","","TC_09_05_02 | Verify ""Check email"" form elements and ""Back to Forgot password"" functionality","To verify Check email form elements and ""Back to Forgot password"" functionality."
"passed","Sun Dec 15 06:44:14 GMT 2024","Sun Dec 15 06:44:24 GMT 2024","10392","webkit","","Contact Us","","","TC_09_06_04 | Verify unauthorized users can submit the ""Contact Us"" form for ""Pre-Sales"" Type","Verify unauthorized users can submit the ""Contact Us"" form"
"passed","Sun Dec 15 06:59:34 GMT 2024","Sun Dec 15 06:59:48 GMT 2024","13991","webkit","","Report Abuse submission for each type of report","","","TC_09_07_06| Verify unauthorized user can submit the ""Report Abuse"" form for Other Illegal Activities","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"passed","Sun Dec 15 06:12:22 GMT 2024","Sun Dec 15 06:12:40 GMT 2024","17687","webkit","","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields TXT. Ignored optional fields","Verify DNS Record with required fields."
"skipped","Sun Dec 15 06:07:38 GMT 2024","Sun Dec 15 06:07:38 GMT 2024","0","webkit","","Delete Account","","","TC_02_04 | Account Deletion Without 2FA",""
"passed","Sun Dec 15 06:26:17 GMT 2024","Sun Dec 15 06:26:24 GMT 2024","7322","webkit","","Unauthorized user","","","TC_09_01_08|  Verify that non authorized user can navigate through  ContactUs page","Verify that ContactUs page is accessible for non authorized user"
"passed","Sun Dec 15 06:07:29 GMT 2024","Sun Dec 15 06:07:38 GMT 2024","9504","webkit","","Authorization","","","TC_02_01 | Verify login with invalid credentials.","To verify user is not able to login with empty and invalid credentials."
"passed","Sun Dec 15 06:29:47 GMT 2024","Sun Dec 15 06:29:53 GMT 2024","6472","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""a"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Sun Dec 15 06:33:24 GMT 2024","Sun Dec 15 06:33:34 GMT 2024","10874","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""w"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Sun Dec 15 06:29:37 GMT 2024","Sun Dec 15 06:29:47 GMT 2024","10069","webkit","","Unauthorized user","","","TC_09_04_02 | Verify unauthorised user is redirected to the Login Page from the EV subscription SSL Сertificates","Verify that an unauthorized user is redirected to the Login Page from the Certificates Page after clicking the Select button of the EV subscription SSL Сertificates"
"skipped","Sun Dec 15 06:26:24 GMT 2024","Sun Dec 15 06:26:24 GMT 2024","0","webkit","","Unauthorized user","","","TC_09_02_01|  Verify unauthorized user can search available domains (no filters)",""
"passed","Sun Dec 15 06:59:48 GMT 2024","Sun Dec 15 07:00:02 GMT 2024","13945","webkit","","Report Abuse submission for each type of report","","","TC_09_07_07| Verify unauthorized user can submit the ""Report Abuse"" form for Pharmacy Complaint","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"skipped","Sun Dec 15 06:07:38 GMT 2024","Sun Dec 15 06:07:38 GMT 2024","0","webkit","","Navigation","","","TC_03_01_04 |  Verify that user can navigate through Header links WHOIS",""
"passed","Sun Dec 15 06:33:53 GMT 2024","Sun Dec 15 06:34:14 GMT 2024","21651","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""z"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Sun Dec 15 06:25:00 GMT 2024","Sun Dec 15 06:25:19 GMT 2024","19710","webkit","","My profile","","","TC_08_05 | Verify the user is able to see a Wallet balance and Top-Up button options in the Billing section","Verify the user is able to see a Wallet balance and Top-Up button options in the Billing section"
"passed","Sun Dec 15 06:10:11 GMT 2024","Sun Dec 15 06:10:25 GMT 2024","14534","webkit","","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields NS","Verify DNS Record created with all fields."
"passed","Sun Dec 15 06:13:27 GMT 2024","Sun Dec 15 06:13:38 GMT 2024","11119","webkit","","Hosted zones","","","TC_04_03_02 | Verify user can delete hosted zone","To verify, that user is able to delete hosted zone"
"passed","Sun Dec 15 06:09:56 GMT 2024","Sun Dec 15 06:10:11 GMT 2024","14669","webkit","","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields MX","Verify DNS Record created with all fields."
"passed","Sun Dec 15 06:10:59 GMT 2024","Sun Dec 15 06:11:16 GMT 2024","16307","webkit","","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields AAAA. Ignored optional fields","Verify DNS Record with required fields."
"passed","Sun Dec 15 06:24:02 GMT 2024","Sun Dec 15 06:24:17 GMT 2024","14909","webkit","","My profile","","","TC_08_03 | Verify user can see pre-defined contact on his Contacts page","To verify, that pre-defined contact is present on the Contacts page"
"passed","Sun Dec 15 06:11:16 GMT 2024","Sun Dec 15 06:11:34 GMT 2024","17794","webkit","","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields CNAME. Ignored optional fields","Verify DNS Record with required fields."
"passed","Sun Dec 15 06:30:45 GMT 2024","Sun Dec 15 06:30:57 GMT 2024","11939","webkit","","Unauthorized user","","","TC_09_03_04 | Verify switch to ""g"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
