"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Dec 02 10:28:52 GMT 2024","Mon Dec 02 10:28:52 GMT 2024","1","chromium","08MyProfile.spec.js","My profile","","","TC_02_03 | User Authorization with 2FA: Use predefined user",""
"passed","Mon Dec 02 10:20:06 GMT 2024","Mon Dec 02 10:20:09 GMT 2024","2344","chromium","01Registration.spec.js","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: domain less than 2 characters","Verify that registration fails when an invalid email is used"
"passed","Mon Dec 02 10:28:06 GMT 2024","Mon Dec 02 10:28:10 GMT 2024","4444","chromium","08MyProfile.spec.js","My profile","","","TC_08_06 | Verify user can change currency from USD ($) to EUR (€) in the Profile Menu","To verify, that the user can change currency USD (EUR) in the Profile Menu"
"passed","Mon Dec 02 10:26:29 GMT 2024","Mon Dec 02 10:26:45 GMT 2024","15415","chromium","06Blog.spec.js","Blog","","","TC_06_04 | Verify switching between Blog articles By category","Verify switching between Blog articles By category"
"passed","Mon Dec 02 10:34:27 GMT 2024","Mon Dec 02 10:34:32 GMT 2024","5686","chromium","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_12 | Verify unauthorized users can submit the ""Contact Us"" form for ""Media Inquiries"" Type","Verify unauthorized users can submit the ""Contact Us"" form"
"passed","Mon Dec 02 10:34:08 GMT 2024","Mon Dec 02 10:34:12 GMT 2024","4404","chromium","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_08 | Verify unauthorized users can submit the ""Contact Us"" form for ""Affiliate"" Type","Verify unauthorized users can submit the ""Contact Us"" form"
"passed","Mon Dec 02 10:23:36 GMT 2024","Mon Dec 02 10:23:43 GMT 2024","7039","chromium","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields AAAA","Verify DNS Record created with all fields."
"passed","Mon Dec 02 10:30:07 GMT 2024","Mon Dec 02 10:30:10 GMT 2024","2503","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_04_02 | Verify unauthorised user will be redirected to the Login Page from SSL Сertificates Page after clicking the Select button of the EV subscription SSL Сertificates","Verify that an unauthorized user will be redirected to the Login Page from the Certificates Page after clicking the Select button"
"passed","Mon Dec 02 10:28:38 GMT 2024","Mon Dec 02 10:28:45 GMT 2024","6347","chromium","08MyProfile.spec.js","My profile","","","TC_08_04_02 |  Verify user receives notifications after Account deletion is canceled","To verify, that user receives notifications after Account deletion is canceled"
"passed","Mon Dec 02 10:28:14 GMT 2024","Mon Dec 02 10:28:19 GMT 2024","5042","chromium","08MyProfile.spec.js","My profile","","","TC_08_07 | Verify that the user can log out of the account from the Profile Menu","To verify, that the user can log out of the account from the Profile Menu"
"passed","Mon Dec 02 10:30:53 GMT 2024","Mon Dec 02 10:30:55 GMT 2024","2381","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04_q | Verify switch to ""q"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Mon Dec 02 10:29:57 GMT 2024","Mon Dec 02 10:29:59 GMT 2024","2474","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_04_03 | Verify unauthorised user is redirected to the Login Page by clicking on My transfers button on Transfer Page","Verify an unauthorized user is redirected to the Login Page by clicking on the My transfers button on Transfer Page"
"passed","Mon Dec 02 10:30:39 GMT 2024","Mon Dec 02 10:30:42 GMT 2024","2523","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04_l | Verify switch to ""l"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Mon Dec 02 10:20:04 GMT 2024","Mon Dec 02 10:20:06 GMT 2024","2650","chromium","01Registration.spec.js","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: without domain","Verify that registration fails when an invalid email is used"
"passed","Mon Dec 02 10:34:02 GMT 2024","Mon Dec 02 10:34:08 GMT 2024","5618","chromium","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_07 | Verify unauthorized users can submit the ""Contact Us"" form for ""Private Email"" Type","Verify unauthorized users can submit the ""Contact Us"" form"
"passed","Mon Dec 02 10:23:57 GMT 2024","Mon Dec 02 10:24:04 GMT 2024","7249","chromium","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields MX","Verify DNS Record created with all fields."
"passed","Mon Dec 02 10:22:36 GMT 2024","Mon Dec 02 10:22:39 GMT 2024","3813","chromium","03Navigation.spec.js","Navigation","","","TC_03_01_10 |  Verify that user can navigate through Header links Home","To verify that user can navigate through Header links."
"passed","Mon Dec 02 10:28:45 GMT 2024","Mon Dec 02 10:28:52 GMT 2024","7192","chromium","08MyProfile.spec.js","My profile","","","TC_08_05 | Verify the user is able to see a Wallet balance and Top-Up button options in the Billing section","Verify the user is able to see a Wallet balance and Top-Up button options in the Billing section"
"passed","Mon Dec 02 10:29:10 GMT 2024","Mon Dec 02 10:29:13 GMT 2024","2811","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01_06|  Verify that non authorized user can navigate through  HelpCenter page","Verify that HelpCenter page is accessible for non authorized user"
"passed","Mon Dec 02 10:23:04 GMT 2024","Mon Dec 02 10:23:11 GMT 2024","7539","chromium","04Domains.spec.js","DNS Records","","","TC_04_13 | Visual Test: Verify text in dialog ""Create hosted zone"".","Visual tests: Dialog ""Create hosted zone"""
"passed","Mon Dec 02 10:24:11 GMT 2024","Mon Dec 02 10:24:18 GMT 2024","6989","chromium","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields TXT","Verify DNS Record created with all fields."
"passed","Mon Dec 02 10:30:42 GMT 2024","Mon Dec 02 10:30:44 GMT 2024","2431","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04_m | Verify switch to ""m"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Mon Dec 02 10:31:07 GMT 2024","Mon Dec 02 10:31:10 GMT 2024","2611","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04_w | Verify switch to ""w"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Mon Dec 02 10:25:59 GMT 2024","Mon Dec 02 10:26:05 GMT 2024","6343","chromium","04Domains.spec.js","DNSSEC","","","TC_04_08 | Verify user can enable DNSSEC","To verify DNSSEC can be enabled"
"passed","Mon Dec 02 10:30:32 GMT 2024","Mon Dec 02 10:30:34 GMT 2024","2551","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04_i | Verify switch to ""i"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Mon Dec 02 10:20:15 GMT 2024","Mon Dec 02 10:20:35 GMT 2024","19355","chromium","01Registration.spec.js","Registration","","","TC_01_01_04 | Verify the contact creation, redirection to Homepage, and user info accuracy","Verify the contact creation, redirection to Homepage, and user info accuracy"
"passed","Mon Dec 02 10:28:19 GMT 2024","Mon Dec 02 10:28:24 GMT 2024","4601","chromium","08MyProfile.spec.js","My profile","","","TC_08_04_01 | Verify user can manage Account Notifications settings","To verify, that user user can manage Account Notifications settings"
"passed","Mon Dec 02 10:22:39 GMT 2024","Mon Dec 02 10:22:43 GMT 2024","4025","chromium","03Navigation.spec.js","Navigation","","","TC_03_02_01 | Verify navigation to Home page from fromFooterLogo","To verify that user can navigate to Home page from fromFooterLogo."
"passed","Mon Dec 02 10:25:51 GMT 2024","Mon Dec 02 10:25:58 GMT 2024","6550","chromium","04Domains.spec.js","Hosted zones","","","TC_04_03_01| Verify user can create hosted zone","To verify, that user is able to create hosted zone"
"passed","Mon Dec 02 10:24:04 GMT 2024","Mon Dec 02 10:24:11 GMT 2024","6606","chromium","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields NS","Verify DNS Record created with all fields."
"passed","Mon Dec 02 10:34:12 GMT 2024","Mon Dec 02 10:34:17 GMT 2024","5024","chromium","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_09 | Verify unauthorized users can submit the ""Contact Us"" form for ""Bug/Technical Issue"" Type","Verify unauthorized users can submit the ""Contact Us"" form"
"passed","Mon Dec 02 10:33:57 GMT 2024","Mon Dec 02 10:34:02 GMT 2024","4963","chromium","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_06 | Verify unauthorized users can submit the ""Contact Us"" form for ""SSL"" Type","Verify unauthorized users can submit the ""Contact Us"" form"
"passed","Mon Dec 02 10:20:09 GMT 2024","Mon Dec 02 10:20:11 GMT 2024","2521","chromium","01Registration.spec.js","Registration","","","TC_01_01_01 | Verify Registration form elements","Verify the registration form contains all required elements for a complete user registration"
"passed","Mon Dec 02 10:24:40 GMT 2024","Mon Dec 02 10:24:47 GMT 2024","6941","chromium","04Domains.spec.js","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields DS. Ignored optional fields","Verify DNS Record with required fields."
"skipped","Mon Dec 02 10:29:31 GMT 2024","Mon Dec 02 10:29:31 GMT 2024","0","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_05 | Verify unauthorized user can select TLD in different categories and see relevant search results",""
"passed","Mon Dec 02 10:20:35 GMT 2024","Mon Dec 02 10:20:38 GMT 2024","3734","chromium","02Authorization.spec.js","Authorization","","","TC_02_02 |  Verify user can login into their account without 2FA.","To verify user login process without 2FA."
"passed","Mon Dec 02 10:30:44 GMT 2024","Mon Dec 02 10:30:47 GMT 2024","2727","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04_n | Verify switch to ""n"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Mon Dec 02 10:30:15 GMT 2024","Mon Dec 02 10:30:18 GMT 2024","2668","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04_c | Verify switch to ""c"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Mon Dec 02 10:28:10 GMT 2024","Mon Dec 02 10:28:14 GMT 2024","3872","chromium","08MyProfile.spec.js","My profile","","","TC_08_06 | Verify user can change currency from EUR (€) to USD ($) in the Profile Menu","To verify, that the user can change currency USD (EUR) in the Profile Menu"
"passed","Mon Dec 02 10:22:10 GMT 2024","Mon Dec 02 10:22:15 GMT 2024","4975","chromium","03Navigation.spec.js","Navigation","","","TC_03_01_04 |  Verify that user can navigate through Header links WHOIS","To verify that user can navigate through Header links."
"passed","Mon Dec 02 10:28:02 GMT 2024","Mon Dec 02 10:28:06 GMT 2024","4081","chromium","08MyProfile.spec.js","My profile","","","TC_08_02_04 | Verify user can change currency from EUR (€) to USD ($)","To verify that the user can change currency"
"passed","Mon Dec 02 10:25:01 GMT 2024","Mon Dec 02 10:25:08 GMT 2024","7405","chromium","04Domains.spec.js","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields TXT. Ignored optional fields","Verify DNS Record with required fields."
"passed","Mon Dec 02 10:30:37 GMT 2024","Mon Dec 02 10:30:39 GMT 2024","2421","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04_k | Verify switch to ""k"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Mon Dec 02 10:29:18 GMT 2024","Mon Dec 02 10:29:22 GMT 2024","3999","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_02_01|  Verify unauthorized user can search available domains (no filters)","Verify that unauthorized user can search available domains (no filters)"
"passed","Mon Dec 02 10:34:22 GMT 2024","Mon Dec 02 10:34:27 GMT 2024","4616","chromium","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_11 | Verify unauthorized users can submit the ""Contact Us"" form for ""Commercial Matters"" Type","Verify unauthorized users can submit the ""Contact Us"" form"
"passed","Mon Dec 02 10:29:31 GMT 2024","Mon Dec 02 10:29:39 GMT 2024","7484","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_06 | Verify that user can select several TLDs and see relevant search results","Verify that user can select several TLDs and see relevant search results"
"passed","Mon Dec 02 10:29:08 GMT 2024","Mon Dec 02 10:29:10 GMT 2024","2257","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01_05|  Verify that non authorized user can navigate through  Blog page","Verify that Blog page is accessible for non authorized user"
