"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Dec 05 02:04:05 GMT 2024","Thu Dec 05 02:04:05 GMT 2024","277","webkit","08MyProfile.spec.js","My profile","","","TC_08_01 | Verify the Profile Dropdown Menu is displayed on ""My Profile"" Button Click",""
"failed","Thu Dec 05 02:06:47 GMT 2024","Thu Dec 05 02:06:47 GMT 2024","266","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_04_02 | Verify unauthorised user is redirected to the Login Page from the EV subscription SSL Сertificates",""
"passed","Thu Dec 05 01:59:02 GMT 2024","Thu Dec 05 01:59:07 GMT 2024","4823","chromium","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_13 | Verify unauthorized users can submit the ""Contact Us"" form for ""Feedback"" Type","Verify unauthorized users can submit the ""Contact Us"" form"
"passed","Thu Dec 05 01:53:40 GMT 2024","Thu Dec 05 01:53:45 GMT 2024","4707","chromium","08MyProfile.spec.js","My profile","","","TC_08_06 | Verify user can change currency from USD ($) to EUR (€) in the Profile Menu","To verify, that the user can change currency USD (EUR) in the Profile Menu"
"passed","Thu Dec 05 01:52:51 GMT 2024","Thu Dec 05 01:53:16 GMT 2024","25615","chromium","07HelpCenter.spec.js","Help Center","","","TC_07_02_02 | Verify the user can navigate through the articles","Verify the user can navigate through the articles"
"passed","Thu Dec 05 01:56:51 GMT 2024","Thu Dec 05 01:56:55 GMT 2024","3526","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""p"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"failed","Thu Dec 05 02:00:36 GMT 2024","Thu Dec 05 02:00:36 GMT 2024","277","webkit","01Registration.spec.js","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: without @",""
"failed","Thu Dec 05 02:02:03 GMT 2024","Thu Dec 05 02:02:03 GMT 2024","306","webkit","04Domains.spec.js","DNS Records","","","TC_04_13 | Visual Test: Verify text in dialog ""Create hosted zone"".",""
"failed","Thu Dec 05 02:03:45 GMT 2024","Thu Dec 05 02:03:45 GMT 2024","278","webkit","07HelpCenter.spec.js","Help Center","","","TC_07_01_03 | Verify Autocomplete Suggestions Displayed for Partial and Empty Search Input in Help Center",""
"failed","Thu Dec 05 02:07:49 GMT 2024","Thu Dec 05 02:07:49 GMT 2024","278","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""m"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"failed","Thu Dec 05 02:08:51 GMT 2024","Thu Dec 05 02:08:51 GMT 2024","263","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""z"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"passed","Thu Dec 05 01:51:56 GMT 2024","Thu Dec 05 01:52:06 GMT 2024","10897","chromium","07HelpCenter.spec.js","Help Center","","","TC_07_01_05 | Verify the user can switch between categories","Verify the user can switch between categories and hide categories."
"passed","Thu Dec 05 01:55:52 GMT 2024","Thu Dec 05 01:55:55 GMT 2024","3038","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_04_03 | Verify unauthorised user is redirected to the Login Page by clicking on My transfers button on Transfer Page","Verify an unauthorized user is redirected to the Login Page by clicking on the My transfers button on Transfer Page"
"failed","Thu Dec 05 02:02:59 GMT 2024","Thu Dec 05 02:02:59 GMT 2024","278","webkit","04Domains.spec.js","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields TXT. Ignored optional fields",""
"failed","Thu Dec 05 02:03:58 GMT 2024","Thu Dec 05 02:03:58 GMT 2024","281","webkit","07HelpCenter.spec.js","Help Center","","","TC_07_01_06 | Verify the user can switch between headings in the selected article",""
"passed","Thu Dec 05 01:54:58 GMT 2024","Thu Dec 05 01:55:01 GMT 2024","2697","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01_06|  Verify that non authorized user can navigate through  HelpCenter page","Verify that HelpCenter page is accessible for non authorized user"
"failed","Thu Dec 05 02:10:51 GMT 2024","Thu Dec 05 02:10:51 GMT 2024","262","webkit","09NonAuthorizedUser.spec.js","Report Abuse submission for each type of report","","","TC_09_07_010| Verify unauthorized user can submit the ""Report Abuse"" form for Criminal or Civil Subpoena",""
"passed","Thu Dec 05 01:48:48 GMT 2024","Thu Dec 05 01:48:56 GMT 2024","7947","chromium","04Domains.spec.js","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields A. Ignored optional fields","Verify DNS Record with required fields."
"passed","Thu Dec 05 01:47:34 GMT 2024","Thu Dec 05 01:47:41 GMT 2024","6759","chromium","04Domains.spec.js","DNS Records","","","TC_04_12 | ""Add new DNS-record modal - verify info tooltip appeared.","Verify copy button works properly."
"failed","Thu Dec 05 02:09:05 GMT 2024","Thu Dec 05 02:09:06 GMT 2024","293","webkit","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_02 | Verify unauthorized users can submit the ""Contact Us"" form for ""Payment, Sales & Billing Issues"" Type",""
"failed","Thu Dec 05 02:00:55 GMT 2024","Thu Dec 05 02:00:55 GMT 2024","276","webkit","01Registration.spec.js","Registration","","","TC_01_01_02 | Verify ""Create Password"" form elements and ""Back to Sign Up"" button functionality",""
"failed","Thu Dec 05 02:00:45 GMT 2024","Thu Dec 05 02:00:46 GMT 2024","289","webkit","01Registration.spec.js","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: domain less than 2 characters",""
"failed","Thu Dec 05 02:08:32 GMT 2024","Thu Dec 05 02:08:32 GMT 2024","285","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""v"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"failed","Thu Dec 05 02:11:05 GMT 2024","Thu Dec 05 02:11:06 GMT 2024","279","webkit","09NonAuthorizedUser.spec.js","Report Abuse submission for each type of report","","","TC_09_07_013| Verify unauthorized user can submit the ""Report Abuse"" form for UDRP",""
"failed","Thu Dec 05 02:07:01 GMT 2024","Thu Dec 05 02:07:01 GMT 2024","286","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""c"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"passed","Thu Dec 05 01:55:01 GMT 2024","Thu Dec 05 01:55:03 GMT 2024","2575","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01_07|  Verify that non authorized user can navigate through  ReportAbuse page","Verify that ReportAbuse page is accessible for non authorized user"
"passed","Thu Dec 05 01:56:28 GMT 2024","Thu Dec 05 01:56:31 GMT 2024","3131","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""h"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Thu Dec 05 01:48:30 GMT 2024","Thu Dec 05 01:48:38 GMT 2024","8303","chromium","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields NS","Verify DNS Record created with all fields."
"skipped","Thu Dec 05 01:45:56 GMT 2024","Thu Dec 05 01:45:56 GMT 2024","0","chromium","02Authorization.spec.js","Delete Account","","","TC_02_04 | Account Deletion Without 2FA",""
"passed","Thu Dec 05 01:59:56 GMT 2024","Thu Dec 05 02:00:00 GMT 2024","4836","chromium","09NonAuthorizedUser.spec.js","Report Abuse submission for each type of report","","","TC_09_07_010| Verify unauthorized user can submit the ""Report Abuse"" form for Criminal or Civil Subpoena","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"failed","Thu Dec 05 02:02:43 GMT 2024","Thu Dec 05 02:02:43 GMT 2024","298","webkit","04Domains.spec.js","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields AAAA. Ignored optional fields",""
"failed","Thu Dec 05 02:02:26 GMT 2024","Thu Dec 05 02:02:26 GMT 2024","305","webkit","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields DS",""
"failed","Thu Dec 05 02:06:37 GMT 2024","Thu Dec 05 02:06:37 GMT 2024","272","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_04_02 | Verify unauthorised user is redirected to the Login Page from the DV subscription SSL Сertificates",""
"passed","Thu Dec 05 01:56:16 GMT 2024","Thu Dec 05 01:56:18 GMT 2024","2639","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""d"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Thu Dec 05 01:56:18 GMT 2024","Thu Dec 05 01:56:21 GMT 2024","3070","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""e"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Thu Dec 05 01:44:02 GMT 2024","Thu Dec 05 01:44:04 GMT 2024","2462","chromium","01Registration.spec.js","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: domain less than 2 characters","Verify that registration fails when an invalid email is used"
"passed","Thu Dec 05 01:46:55 GMT 2024","Thu Dec 05 01:47:00 GMT 2024","5405","chromium","03Navigation.spec.js","Navigation","","","TC_03_02_02 | Verify navigation to Home page from fromFooterDomainSearch","To verify that user can navigate to Home page from fromFooterDomainSearch."
"passed","Thu Dec 05 01:53:21 GMT 2024","Thu Dec 05 01:53:30 GMT 2024","8808","chromium","08MyProfile.spec.js","My profile","","","TC_08_02_02 | Verify user can change Password when 2FA is disabled","To verify, that user can change Password when Two-factor authentication (2FA) is disabled"
"failed","Thu Dec 05 02:04:14 GMT 2024","Thu Dec 05 02:04:15 GMT 2024","276","webkit","08MyProfile.spec.js","My profile","","","TC_08_02_04 | Verify user can change currency from EUR (€) to USD ($)",""
"failed","Thu Dec 05 02:01:53 GMT 2024","Thu Dec 05 02:01:53 GMT 2024","274","webkit","03Navigation.spec.js","Navigation","","","TC_03_02_03 | Verify navigation to Home page from fromHeader",""
"passed","Thu Dec 05 01:59:46 GMT 2024","Thu Dec 05 01:59:51 GMT 2024","4805","chromium","09NonAuthorizedUser.spec.js","Report Abuse submission for each type of report","","","TC_09_07_08| Verify unauthorized user can submit the ""Report Abuse"" form for CSAM (Child Abuse)","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"passed","Thu Dec 05 01:45:56 GMT 2024","Thu Dec 05 01:46:03 GMT 2024","7076","chromium","03Navigation.spec.js","Navigation","","","TC_03_01_01 |  Verify that user can navigate through Header links Registered domains","To verify that user can navigate through Header links."
"passed","Thu Dec 05 01:56:34 GMT 2024","Thu Dec 05 01:56:37 GMT 2024","2632","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""j"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Thu Dec 05 01:52:14 GMT 2024","Thu Dec 05 01:52:22 GMT 2024","8480","chromium","07HelpCenter.spec.js","Help Center","","","TC_07_02_01 | Verify the user can navigate through the Knowledge Base sections","Verify user can navigate through the Knowledge Base sections by clicking on headings"
"failed","Thu Dec 05 02:09:29 GMT 2024","Thu Dec 05 02:09:30 GMT 2024","266","webkit","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_07 | Verify unauthorized users can submit the ""Contact Us"" form for ""Private Email"" Type",""
"passed","Thu Dec 05 01:53:35 GMT 2024","Thu Dec 05 01:53:40 GMT 2024","4888","chromium","08MyProfile.spec.js","My profile","","","TC_08_02_04 | Verify user can change currency from EUR (€) to USD ($)","To verify that the user can change currency"
"failed","Thu Dec 05 02:08:41 GMT 2024","Thu Dec 05 02:08:42 GMT 2024","278","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""x"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"passed","Thu Dec 05 01:48:13 GMT 2024","Thu Dec 05 01:48:22 GMT 2024","9517","chromium","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields DS","Verify DNS Record created with all fields."
"failed","Thu Dec 05 02:11:01 GMT 2024","Thu Dec 05 02:11:01 GMT 2024","277","webkit","09NonAuthorizedUser.spec.js","Report Abuse submission for each type of report","","","TC_09_07_012| Verify unauthorized user can submit the ""Report Abuse"" form for Court Order",""
"passed","Thu Dec 05 01:49:51 GMT 2024","Thu Dec 05 01:50:00 GMT 2024","8650","chromium","04Domains.spec.js","DNS Records","","","TC_04_07 | Verify user can delete DNS record in hosted zone","Delete DNS record in hosted zone"
"passed","Thu Dec 05 01:46:08 GMT 2024","Thu Dec 05 01:46:13 GMT 2024","5253","chromium","03Navigation.spec.js","Navigation","","","TC_03_01_03 |  Verify that user can navigate through Header links Transfer","To verify that user can navigate through Header links."
"passed","Thu Dec 05 01:58:01 GMT 2024","Thu Dec 05 01:58:07 GMT 2024","5842","chromium","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_02 | Verify unauthorized users can submit the ""Contact Us"" form for ""Payment, Sales & Billing Issues"" Type","Verify unauthorized users can submit the ""Contact Us"" form"
"passed","Thu Dec 05 01:54:51 GMT 2024","Thu Dec 05 01:54:53 GMT 2024","2650","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01_03|  Verify that non authorized user can navigate through  WhoIs page","Verify that WhoIs page is accessible for non authorized user"
"failed","Thu Dec 05 02:09:58 GMT 2024","Thu Dec 05 02:09:58 GMT 2024","275","webkit","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_13 | Verify unauthorized users can submit the ""Contact Us"" form for ""Feedback"" Type",""
"passed","Thu Dec 05 01:50:30 GMT 2024","Thu Dec 05 01:50:39 GMT 2024","8919","chromium","04Domains.spec.js","Hosted zones","","","TC_04_03_01| Verify user can create hosted zone","To verify, that user is able to create hosted zone"
"passed","Thu Dec 05 01:56:09 GMT 2024","Thu Dec 05 01:56:13 GMT 2024","3312","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""b"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"failed","Thu Dec 05 02:03:42 GMT 2024","Thu Dec 05 02:03:42 GMT 2024","292","webkit","07HelpCenter.spec.js","Help Center","","","TC_07_01_01 | Verify the user can search articles in the Help Center with random characters",""
"passed","Thu Dec 05 01:49:19 GMT 2024","Thu Dec 05 01:49:27 GMT 2024","7850","chromium","04Domains.spec.js","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields MX. Ignored optional fields","Verify DNS Record with required fields."
"failed","Thu Dec 05 02:01:14 GMT 2024","Thu Dec 05 02:01:14 GMT 2024","276","webkit","03Navigation.spec.js","Navigation","","","TC_03_01_01 |  Verify that user can navigate through Header links Registered domains",""
"passed","Thu Dec 05 01:56:40 GMT 2024","Thu Dec 05 01:56:43 GMT 2024","2916","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""l"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"failed","Thu Dec 05 02:03:02 GMT 2024","Thu Dec 05 02:03:03 GMT 2024","299","webkit","04Domains.spec.js","DNS Records","","","TC_04_06 | Verify user can edit DNS record in hosted zone",""
"failed","Thu Dec 05 02:03:38 GMT 2024","Thu Dec 05 02:03:39 GMT 2024","289","webkit","06Blog.spec.js","Blog","","","TC_06_01 | Verify Blog search functionality with random characters",""
"failed","Thu Dec 05 02:08:22 GMT 2024","Thu Dec 05 02:08:23 GMT 2024","278","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""t"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"failed","Thu Dec 05 02:02:19 GMT 2024","Thu Dec 05 02:02:20 GMT 2024","284","webkit","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields AAAA",""
"failed","Thu Dec 05 02:03:12 GMT 2024","Thu Dec 05 02:03:13 GMT 2024","276","webkit","04Domains.spec.js","Search Hosted Zones","","","TC_04_02 | Verify search by hosted zone name",""
"passed","Thu Dec 05 01:55:03 GMT 2024","Thu Dec 05 01:55:06 GMT 2024","2571","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01_08|  Verify that non authorized user can navigate through  ContactUs page","Verify that ContactUs page is accessible for non authorized user"
"failed","Thu Dec 05 02:01:24 GMT 2024","Thu Dec 05 02:01:24 GMT 2024","279","webkit","03Navigation.spec.js","Navigation","","","TC_03_01_04 |  Verify that user can navigate through Header links WHOIS",""
"passed","Thu Dec 05 01:49:43 GMT 2024","Thu Dec 05 01:49:51 GMT 2024","8828","chromium","04Domains.spec.js","DNS Records","","","TC_04_06 | Verify user can edit DNS record in hosted zone","Verify user can edit DNS record in hosted zone."
"failed","Thu Dec 05 02:00:41 GMT 2024","Thu Dec 05 02:00:41 GMT 2024","291","webkit","01Registration.spec.js","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: without domain",""
"passed","Thu Dec 05 01:56:07 GMT 2024","Thu Dec 05 01:56:09 GMT 2024","2637","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""a"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"skipped","Thu Dec 05 02:01:11 GMT 2024","Thu Dec 05 02:01:11 GMT 2024","1","webkit","02Authorization.spec.js","Delete Account","","","TC_02_04 | Account Deletion Without 2FA",""
"passed","Thu Dec 05 01:56:43 GMT 2024","Thu Dec 05 01:56:45 GMT 2024","2605","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""m"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"failed","Thu Dec 05 02:08:46 GMT 2024","Thu Dec 05 02:08:47 GMT 2024","288","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""y"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"failed","Thu Dec 05 02:05:59 GMT 2024","Thu Dec 05 02:05:59 GMT 2024","275","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_01| Verify unauthorized user can open modal window with filters for advanced search",""
"failed","Thu Dec 05 02:06:56 GMT 2024","Thu Dec 05 02:06:57 GMT 2024","278","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""b"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"failed","Thu Dec 05 02:01:43 GMT 2024","Thu Dec 05 02:01:44 GMT 2024","276","webkit","03Navigation.spec.js","Navigation","","","TC_03_01_10 |  Verify that user can navigate through Header links Home",""
"passed","Thu Dec 05 01:56:48 GMT 2024","Thu Dec 05 01:56:51 GMT 2024","3140","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""o"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"failed","Thu Dec 05 02:10:41 GMT 2024","Thu Dec 05 02:10:42 GMT 2024","263","webkit","09NonAuthorizedUser.spec.js","Report Abuse submission for each type of report","","","TC_09_07_08| Verify unauthorized user can submit the ""Report Abuse"" form for CSAM (Child Abuse)",""
"failed","Thu Dec 05 02:10:37 GMT 2024","Thu Dec 05 02:10:37 GMT 2024","290","webkit","09NonAuthorizedUser.spec.js","Report Abuse submission for each type of report","","","TC_09_07_07| Verify unauthorized user can submit the ""Report Abuse"" form for Pharmacy Complaint",""
"passed","Thu Dec 05 01:58:14 GMT 2024","Thu Dec 05 01:58:19 GMT 2024","5497","chromium","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_04 | Verify unauthorized users can submit the ""Contact Us"" form for ""Pre-Sales"" Type","Verify unauthorized users can submit the ""Contact Us"" form"
"passed","Thu Dec 05 01:58:57 GMT 2024","Thu Dec 05 01:59:02 GMT 2024","5552","chromium","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_12 | Verify unauthorized users can submit the ""Contact Us"" form for ""Media Inquiries"" Type","Verify unauthorized users can submit the ""Contact Us"" form"
"passed","Thu Dec 05 01:48:38 GMT 2024","Thu Dec 05 01:48:48 GMT 2024","9110","chromium","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields TXT","Verify DNS Record created with all fields."
"failed","Thu Dec 05 02:06:42 GMT 2024","Thu Dec 05 02:06:42 GMT 2024","277","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_04_02 | Verify unauthorised user is redirected to the Login Page from the OV subscription SSL Сertificates",""
"passed","Thu Dec 05 01:47:28 GMT 2024","Thu Dec 05 01:47:34 GMT 2024","6595","chromium","04Domains.spec.js","DNS Records","","","TC_04_11 | ""Add new DNS-record modal - verify copy button adds text to clipboard.","Verify copy button works properly."
"failed","Thu Dec 05 02:05:49 GMT 2024","Thu Dec 05 02:05:50 GMT 2024","289","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_06 | Verify that user can select several TLDs and see relevant search results",""
"failed","Thu Dec 05 02:04:31 GMT 2024","Thu Dec 05 02:04:31 GMT 2024","276","webkit","08MyProfile.spec.js","My profile","","","TC_08_03 | Verify user can see pre-defined contact on his Contacts page",""
"failed","Thu Dec 05 02:07:20 GMT 2024","Thu Dec 05 02:07:20 GMT 2024","267","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""g"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"failed","Thu Dec 05 02:05:06 GMT 2024","Thu Dec 05 02:05:07 GMT 2024","282","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01_04|  Verify that non authorized user can navigate through  SSLCertificates page",""
"failed","Thu Dec 05 02:05:45 GMT 2024","Thu Dec 05 02:05:45 GMT 2024","277","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_05_02 | Verify ""Check email"" form elements and ""Back to Forgot password"" functionality",""
"failed","Thu Dec 05 02:10:22 GMT 2024","Thu Dec 05 02:10:22 GMT 2024","279","webkit","09NonAuthorizedUser.spec.js","Report Abuse submission for each type of report","","","TC_09_07_04| Verify unauthorized user can submit the ""Report Abuse"" form for Hacking Activity",""
"passed","Thu Dec 05 01:56:31 GMT 2024","Thu Dec 05 01:56:34 GMT 2024","3105","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""i"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"failed","Thu Dec 05 02:07:11 GMT 2024","Thu Dec 05 02:07:11 GMT 2024","265","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""e"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"failed","Thu Dec 05 02:07:54 GMT 2024","Thu Dec 05 02:07:54 GMT 2024","266","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""n"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"passed","Thu Dec 05 01:55:41 GMT 2024","Thu Dec 05 01:55:44 GMT 2024","2939","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_04_01 | Verify unauthorised user is redirected to the Login Page by clicking on the Registered domains link in header","Verify an unauthorized user is redirected to the Login Page by clicking on the Registered domains link in header"
"passed","Thu Dec 05 01:43:57 GMT 2024","Thu Dec 05 01:44:00 GMT 2024","2803","chromium","01Registration.spec.js","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: without @","Verify that registration fails when an invalid email is used"
"passed","Thu Dec 05 01:47:41 GMT 2024","Thu Dec 05 01:47:48 GMT 2024","6848","chromium","04Domains.spec.js","DNS Records","","","TC_04_10 | ""Add new DNS-record"" modal was closed by Cancel or by X button","Verify DNS Record with required fields"
"failed","Thu Dec 05 02:01:00 GMT 2024","Thu Dec 05 02:01:00 GMT 2024","280","webkit","01Registration.spec.js","Registration","","","TC_01_01_03 | Verify redirection to ""Check your email"" form and its elements",""
"passed","Thu Dec 05 01:48:04 GMT 2024","Thu Dec 05 01:48:13 GMT 2024","8826","chromium","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields CNAME","Verify DNS Record created with all fields."
"passed","Thu Dec 05 01:54:45 GMT 2024","Thu Dec 05 01:54:48 GMT 2024","2628","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01_01|  Verify that non authorized user can navigate through  Transfer page","Verify that Transfer page is accessible for non authorized user"
"failed","Thu Dec 05 02:03:19 GMT 2024","Thu Dec 05 02:03:19 GMT 2024","270","webkit","04Domains.spec.js","Hosted zones","","","TC_04_03_01| Verify user can create hosted zone",""
"passed","Thu Dec 05 01:59:23 GMT 2024","Thu Dec 05 01:59:28 GMT 2024","5244","chromium","09NonAuthorizedUser.spec.js","Report Abuse submission for each type of report","","","TC_09_07_03| Verify unauthorized user can submit the ""Report Abuse"" form for Phishing & Pharming","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"failed","Thu Dec 05 02:03:52 GMT 2024","Thu Dec 05 02:03:52 GMT 2024","279","webkit","07HelpCenter.spec.js","Help Center","","","TC_07_01_04 | Verify Search articles with Valid Query",""
"failed","Thu Dec 05 02:10:03 GMT 2024","Thu Dec 05 02:10:03 GMT 2024","278","webkit","09NonAuthorizedUser.spec.js","Unauthorised user Domain availability Page","","","TC_09_04_04|  Verify unauthorised user must redirect to the login page from Domain availability Page",""
"passed","Thu Dec 05 01:54:13 GMT 2024","Thu Dec 05 01:54:19 GMT 2024","5310","chromium","08MyProfile.spec.js","My profile","","","TC_08_02_01 | Verify the General info tab contents General info, Password, Two-factor authentication (2FA), Currency","To verify, the General info tab contents General info, Password, Two-factor authentication (2FA), Currency and the General info section contains USER EMAIL and the Delete account button"
"skipped","Thu Dec 05 02:05:45 GMT 2024","Thu Dec 05 02:05:45 GMT 2024","0","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_05 | Verify unauthorized user can select TLD in different categories and see relevant search results",""
"failed","Thu Dec 05 02:08:37 GMT 2024","Thu Dec 05 02:08:37 GMT 2024","275","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""w"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"passed","Thu Dec 05 01:59:42 GMT 2024","Thu Dec 05 01:59:46 GMT 2024","4585","chromium","09NonAuthorizedUser.spec.js","Report Abuse submission for each type of report","","","TC_09_07_07| Verify unauthorized user can submit the ""Report Abuse"" form for Pharmacy Complaint","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"passed","Thu Dec 05 01:46:45 GMT 2024","Thu Dec 05 01:46:50 GMT 2024","5342","chromium","03Navigation.spec.js","Navigation","","","TC_03_01_10 |  Verify that user can navigate through Header links Home","To verify that user can navigate through Header links."
